timestamp,sensor,value_raw,value_type,value_numeric,value_state,activity,activity_phase,source_file
2008-02-26T10:54:01.605336,I07,ABSENT,state,,ABSENT,t3,,p40.t3.csv
2008-02-26T10:54:05.526219,M17,OFF,state,,OFF,t3,,p40.t3.csv
2008-02-26T10:54:07.614745,M17,ON,state,,ON,t3,,p40.t3.csv
2008-02-26T10:54:09.423571,M17,OFF,state,,OFF,t3,,p40.t3.csv
2008-02-26T10:54:09.695564,D01,OPEN,state,,OPEN,t3,,p40.t3.csv
2008-02-26T10:54:10.135560,AD1-A,2.8145,numeric,2.8145,,t3,,p40.t3.csv
2008-02-26T10:54:10.547490,M17,ON,state,,ON,t3,,p40.t3.csv
2008-02-26T10:54:10.924441,I01,ABSENT,state,,ABSENT,t3,,p40.t3.csv
2008-02-26T10:54:12.717000,M17,OFF,state,,OFF,t3,,p40.t3.csv
2008-02-26T10:54:13.118640,AD1-A,2.88004,numeric,2.88004,,t3,,p40.t3.csv
2008-02-26T10:54:16.230410,AD1-A,3.00348,numeric,3.00348,,t3,,p40.t3.csv
2008-02-26T10:54:19.229620,AD1-A,3.07622,numeric,3.07622,,t3,,p40.t3.csv
2008-02-26T10:54:21.550241,D01,CLOSE,state,,CLOSE,t3,,p40.t3.csv
2008-02-26T10:54:24.292298,M17,ON,state,,ON,t3,,p40.t3.csv
2008-02-26T10:54:25.111860,AD1-A,3.13911,numeric,3.13911,,t3,,p40.t3.csv
2008-02-26T10:54:26.221983,M17,OFF,state,,OFF,t3,,p40.t3.csv
2008-02-26T10:54:31.236110,AD1-A,3.22302,numeric,3.22302,,t3,,p40.t3.csv
2008-02-26T10:55:13.167090,AD1-A,3.2795,numeric,3.2795,,t3,,p40.t3.csv
2008-02-26T10:55:18.989824,D01,OPEN,state,,OPEN,t3,,p40.t3.csv
2008-02-26T10:55:19.549746,M17,ON,state,,ON,t3,,p40.t3.csv
2008-02-26T10:55:21.239307,M17,OFF,state,,OFF,t3,,p40.t3.csv
2008-02-26T10:55:22.638915,M17,ON,state,,ON,t3,,p40.t3.csv
2008-02-26T10:55:23.758623,M17,OFF,state,,OFF,t3,,p40.t3.csv
2008-02-26T10:55:24.552396,D01,CLOSE,state,,CLOSE,t3,,p40.t3.csv
2008-02-26T10:55:24.885270,M17,ON,state,,ON,t3,,p40.t3.csv
2008-02-26T10:55:31.814803,M17,OFF,state,,OFF,t3,,p40.t3.csv
2008-02-26T10:55:56.922166,D01,OPEN,state,,OPEN,t3,,p40.t3.csv
2008-02-26T10:55:58.579699,D01,CLOSE,state,,CLOSE,t3,,p40.t3.csv
2008-02-26T10:55:59.169544,M17,ON,state,,ON,t3,,p40.t3.csv
2008-02-26T10:56:02.856548,D01,OPEN,state,,OPEN,t3,,p40.t3.csv
2008-02-26T10:56:06.999392,M17,OFF,state,,OFF,t3,,p40.t3.csv
2008-02-26T10:56:08.472997,I03,ABSENT,state,,ABSENT,t3,,p40.t3.csv
2008-02-26T10:56:12.997824,I03,PRESENT,state,,PRESENT,t3,,p40.t3.csv
2008-02-26T10:56:14.958996,M17,ON,state,,ON,t3,,p40.t3.csv
2008-02-26T10:56:19.915460,I04,ABSENT,state,,ABSENT,t3,,p40.t3.csv
2008-02-26T10:56:21.491450,M17,OFF,state,,OFF,t3,,p40.t3.csv
2008-02-26T10:56:27.412112,I01,PRESENT,state,,PRESENT,t3,,p40.t3.csv
2008-02-26T10:56:29.441629,I02,PRESENT,state,,PRESENT,t3,,p40.t3.csv
2008-02-26T10:56:32.879070,D01,CLOSE,state,,CLOSE,t3,,p40.t3.csv
2008-02-26T10:56:34.962806,M17,ON,state,,ON,t3,,p40.t3.csv
2008-02-26T10:56:39.360177,M17,OFF,state,,OFF,t3,,p40.t3.csv
2008-02-26T10:56:40.453135,M17,ON,state,,ON,t3,,p40.t3.csv
2008-02-26T10:56:48.437138,M17,OFF,state,,OFF,t3,,p40.t3.csv
2008-02-26T10:56:49.898724,M17,ON,state,,ON,t3,,p40.t3.csv
2008-02-26T10:56:51.978175,M17,OFF,state,,OFF,t3,,p40.t3.csv
2008-02-26T10:57:11.954673,M17,ON,state,,ON,t3,,p40.t3.csv
2008-02-26T10:57:13.832156,M17,OFF,state,,OFF,t3,,p40.t3.csv
2008-02-26T10:57:15.767635,M17,ON,state,,ON,t3,,p40.t3.csv
2008-02-26T10:57:16.865335,M17,OFF,state,,OFF,t3,,p40.t3.csv
2008-02-26T10:57:17.665131,D01,OPEN,state,,OPEN,t3,,p40.t3.csv
2008-02-26T10:57:24.845760,D01,CLOSE,state,,CLOSE,t3,,p40.t3.csv
2008-02-26T10:57:40.268000,AD1-A,3.32966,numeric,3.32966,,t3,,p40.t3.csv
2008-02-26T10:57:41.163060,M17,ON,state,,ON,t3,,p40.t3.csv
2008-02-26T10:57:43.178000,AD1-A,3.23286,numeric,3.23286,,t3,,p40.t3.csv
2008-02-26T10:57:44.601373,M17,OFF,state,,OFF,t3,,p40.t3.csv
2008-02-26T10:57:44.951404,M17,ON,state,,ON,t3,,p40.t3.csv
2008-02-26T10:57:46.224530,AD1-A,3.12372,numeric,3.12372,,t3,,p40.t3.csv
2008-02-26T10:57:46.687603,M17,OFF,state,,OFF,t3,,p40.t3.csv
2008-02-26T10:57:46.808610,M17,ON,state,,ON,t3,,p40.t3.csv
2008-02-26T10:57:48.461506,M17,OFF,state,,OFF,t3,,p40.t3.csv
2008-02-26T10:57:49.406000,AD1-A,3.04739,numeric,3.04739,,t3,,p40.t3.csv
2008-02-26T10:58:01.716500,AD1-A,2.97989,numeric,2.97989,,t3,,p40.t3.csv
2008-02-26T10:58:02.193897,M17,ON,state,,ON,t3,,p40.t3.csv
2008-02-26T10:58:07.215920,AD1-A,3.04427,numeric,3.04427,,t3,,p40.t3.csv
2008-02-26T10:58:07.550500,M17,OFF,state,,OFF,t3,,p40.t3.csv
2008-02-26T10:58:07.840435,M17,ON,state,,ON,t3,,p40.t3.csv
2008-02-26T10:58:09.877874,M17,OFF,state,,OFF,t3,,p40.t3.csv
2008-02-26T10:58:37.160150,AD1-A,2.98614,numeric,2.98614,,t3,,p40.t3.csv
2008-02-26T10:59:16.794561,M17,ON,state,,ON,t3,,p40.t3.csv
2008-02-26T10:59:18.807041,M17,OFF,state,,OFF,t3,,p40.t3.csv
2008-02-26T10:59:40.600489,M17,ON,state,,ON,t3,,p40.t3.csv
2008-02-26T10:59:44.236665,M17,OFF,state,,OFF,t3,,p40.t3.csv
2008-02-26T10:59:46.261220,AD1-A,3.04692,numeric,3.04692,,t3,,p40.t3.csv
2008-02-26T10:59:52.122270,AD1-A,2.98153,numeric,2.98153,,t3,,p40.t3.csv
2008-02-26T10:59:58.230210,AD1-A,2.90926,numeric,2.90926,,t3,,p40.t3.csv
2008-02-26T11:00:56.483203,M17,ON,state,,ON,t4,,p40.t4.csv
2008-02-26T11:00:58.763004,M17,OFF,state,,OFF,t4,,p40.t4.csv
2008-02-26T11:01:10.714915,D01,OPEN,state,,OPEN,t4,,p40.t4.csv
2008-02-26T11:01:12.386862,M17,ON,state,,ON,t4,,p40.t4.csv
2008-02-26T11:01:13.459732,I03,ABSENT,state,,ABSENT,t4,,p40.t4.csv
2008-02-26T11:01:14.459100,M17,OFF,state,,OFF,t4,,p40.t4.csv
2008-02-26T11:01:15.466196,M17,ON,state,,ON,t4,,p40.t4.csv
2008-02-26T11:01:15.906077,I06,ABSENT,state,,ABSENT,t4,,p40.t4.csv
2008-02-26T11:01:16.589915,M17,OFF,state,,OFF,t4,,p40.t4.csv
2008-02-26T11:01:17.110755,M17,ON,state,,ON,t4,,p40.t4.csv
2008-02-26T11:01:18.261431,D01,CLOSE,state,,CLOSE,t4,,p40.t4.csv
2008-02-26T11:01:22.133520,AD1-C,0.0358599,numeric,0.0358599,,t4,,p40.t4.csv
2008-02-26T11:01:24.463702,M17,OFF,state,,OFF,t4,,p40.t4.csv
2008-02-26T11:01:25.105210,AD1-C,0.234808,numeric,0.234808,,t4,,p40.t4.csv
2008-02-26T11:01:28.116840,AD1-C,0.434186,numeric,0.434186,,t4,,p40.t4.csv
2008-02-26T11:01:29.174410,M17,ON,state,,ON,t4,,p40.t4.csv
2008-02-26T11:01:31.108570,AD1-C,0.215277,numeric,0.215277,,t4,,p40.t4.csv
2008-02-26T11:01:31.535750,M16,ON,state,,ON,t4,,p40.t4.csv
2008-02-26T11:01:32.117595,M15,ON,state,,ON,t4,,p40.t4.csv
2008-02-26T11:01:32.565486,M14,ON,state,,ON,t4,,p40.t4.csv
2008-02-26T11:01:34.506966,M13,ON,state,,ON,t4,,p40.t4.csv
2008-02-26T11:01:34.784938,M17,OFF,state,,OFF,t4,,p40.t4.csv
2008-02-26T11:01:35.248110,M15,OFF,state,,OFF,t4,,p40.t4.csv
2008-02-26T11:01:35.340727,M16,OFF,state,,OFF,t4,,p40.t4.csv
2008-02-26T11:01:35.972586,M14,OFF,state,,OFF,t4,,p40.t4.csv
2008-02-26T11:01:36.106576,M14,ON,state,,ON,t4,,p40.t4.csv
2008-02-26T11:01:36.894310,M15,ON,state,,ON,t4,,p40.t4.csv
2008-02-26T11:01:37.534147,M16,ON,state,,ON,t4,,p40.t4.csv
2008-02-26T11:01:38.802791,M17,ON,state,,ON,t4,,p40.t4.csv
2008-02-26T11:01:38.963746,M14,OFF,state,,OFF,t4,,p40.t4.csv
2008-02-26T11:01:39.203681,M13,OFF,state,,OFF,t4,,p40.t4.csv
2008-02-26T11:01:39.337704,M16,OFF,state,,OFF,t4,,p40.t4.csv
2008-02-26T11:01:39.471666,M15,OFF,state,,OFF,t4,,p40.t4.csv
2008-02-26T11:01:40.933192,M17,OFF,state,,OFF,t4,,p40.t4.csv
2008-02-26T11:01:41.966930,M17,ON,state,,ON,t4,,p40.t4.csv
2008-02-26T11:01:42.524775,M16,ON,state,,ON,t4,,p40.t4.csv
2008-02-26T11:01:42.972649,M15,ON,state,,ON,t4,,p40.t4.csv
2008-02-26T11:01:43.607492,M14,ON,state,,ON,t4,,p40.t4.csv
2008-02-26T11:01:45.429971,M13,ON,state,,ON,t4,,p40.t4.csv
2008-02-26T11:01:46.517692,M16,OFF,state,,OFF,t4,,p40.t4.csv
2008-02-26T11:01:46.653686,M17,OFF,state,,OFF,t4,,p40.t4.csv
2008-02-26T11:01:46.897564,M15,ON,state,,ON,t4,,p40.t4.csv
2008-02-26T11:01:48.112610,M15,OFF,state,,OFF,t4,,p40.t4.csv
2008-02-26T11:01:48.437148,M14,OFF,state,,OFF,t4,,p40.t4.csv
2008-02-26T11:01:53.392009,M13,OFF,state,,OFF,t4,,p40.t4.csv
2008-02-26T11:01:53.616035,M13,ON,state,,ON,t4,,p40.t4.csv
2008-02-26T11:01:57.830176,M13,OFF,state,,OFF,t4,,p40.t4.csv
2008-02-26T11:01:59.804646,M13,ON,state,,ON,t4,,p40.t4.csv
2008-02-26T11:02:04.568000,M13,OFF,state,,OFF,t4,,p40.t4.csv
2008-02-26T11:02:07.739500,M13,ON,state,,ON,t4,,p40.t4.csv
2008-02-26T11:02:13.716916,M13,OFF,state,,OFF,t4,,p40.t4.csv
2008-02-26T11:02:17.253225,M13,ON,state,,ON,t4,,p40.t4.csv
2008-02-26T11:02:26.431813,M13,OFF,state,,OFF,t4,,p40.t4.csv
2008-02-26T11:03:25.847764,M14,ON,state,,ON,t5,,p40.t5.csv
2008-02-26T11:03:27.259880,M15,ON,state,,ON,t5,,p40.t5.csv
2008-02-26T11:03:27.613850,M16,ON,state,,ON,t5,,p40.t5.csv
2008-02-26T11:03:29.177737,M17,ON,state,,ON,t5,,p40.t5.csv
2008-02-26T11:03:30.257501,M14,OFF,state,,OFF,t5,,p40.t5.csv
2008-02-26T11:03:30.564415,M13,OFF,state,,OFF,t5,,p40.t5.csv
2008-02-26T11:03:32.128987,M16,ON,state,,ON,t5,,p40.t5.csv
2008-02-26T11:03:32.826794,M15,OFF,state,,OFF,t5,,p40.t5.csv
2008-02-26T11:03:32.978747,M17,OFF,state,,OFF,t5,,p40.t5.csv
2008-02-26T11:03:33.234696,M16,OFF,state,,OFF,t5,,p40.t5.csv
2008-02-26T11:03:35.897965,M17,ON,state,,ON,t5,,p40.t5.csv
2008-02-26T11:03:36.313840,D01,OPEN,state,,OPEN,t5,,p40.t5.csv
2008-02-26T11:03:38.322310,I06,PRESENT,state,,PRESENT,t5,,p40.t5.csv
2008-02-26T11:03:39.892893,M17,OFF,state,,OFF,t5,,p40.t5.csv
2008-02-26T11:03:40.517792,D01,CLOSE,state,,CLOSE,t5,,p40.t5.csv
2008-02-26T11:03:40.517792,M17,ON,state,,ON,t5,,p40.t5.csv
2008-02-26T11:03:47.476802,M18,ON,state,,ON,t5,,p40.t5.csv
2008-02-26T11:03:52.863336,M17,OFF,state,,OFF,t5,,p40.t5.csv
2008-02-26T11:03:53.157232,M18,OFF,state,,OFF,t5,,p40.t5.csv
2008-02-26T11:03:54.539890,M18,ON,state,,ON,t5,,p40.t5.csv
2008-02-26T11:03:55.872600,M17,ON,state,,ON,t5,,p40.t5.csv
2008-02-26T11:03:57.318150,M18,OFF,state,,OFF,t5,,p40.t5.csv
2008-02-26T11:03:58.286300,AD1-C,0.0418756,numeric,0.0418756,,t5,,p40.t5.csv
2008-02-26T11:03:58.501829,M17,OFF,state,,OFF,t5,,p40.t5.csv
2008-02-26T11:04:01.210430,AD1-C,0.221097,numeric,0.221097,,t5,,p40.t5.csv
2008-02-26T11:04:50.990341,M17,ON,state,,ON,t5,,p40.t5.csv
2008-02-26T11:04:54.735309,M17,OFF,state,,OFF,t5,,p40.t5.csv
2008-02-26T11:04:55.161840,AD1-C,0.0433991,numeric,0.0433991,,t5,,p40.t5.csv
2008-02-26T11:04:58.936900,AD1-C,0.136682,numeric,0.136682,,t5,,p40.t5.csv
2008-02-26T11:05:10.180790,AD1-C,0.0331255,numeric,0.0331255,,t5,,p40.t5.csv
2008-02-26T11:05:19.145800,AD1-C,0.222855,numeric,0.222855,,t5,,p40.t5.csv
2008-02-26T11:05:25.155620,AD1-C,0.369732,numeric,0.369732,,t5,,p40.t5.csv
2008-02-26T11:05:31.106550,AD1-C,0.305942,numeric,0.305942,,t5,,p40.t5.csv
2008-02-26T11:05:31.767526,M17,ON,state,,ON,t5,,p40.t5.csv
2008-02-26T11:05:32.881273,M17,OFF,state,,OFF,t5,,p40.t5.csv
2008-02-26T11:05:37.214100,AD1-C,0.227738,numeric,0.227738,,t5,,p40.t5.csv
2008-02-26T11:06:16.806100,AD1-C,0.363248,numeric,0.363248,,t5,,p40.t5.csv
2008-02-26T11:06:19.722300,AD1-C,0.304653,numeric,0.304653,,t5,,p40.t5.csv
2008-02-26T11:06:28.310780,AD1-C,0.231136,numeric,0.231136,,t5,,p40.t5.csv
2008-02-26T11:06:29.992928,M17,ON,state,,ON,t5,,p40.t5.csv
2008-02-26T11:06:33.813853,M18,ON,state,,ON,t5,,p40.t5.csv
2008-02-26T11:06:36.706433,M17,OFF,state,,OFF,t5,,p40.t5.csv
2008-02-26T11:06:37.629373,M17,ON,state,,ON,t5,,p40.t5.csv
2008-02-26T11:06:39.271101,M17,OFF,state,,OFF,t5,,p40.t5.csv
2008-02-26T11:06:40.876775,M17,ON,state,,ON,t5,,p40.t5.csv
2008-02-26T11:06:43.944925,M17,OFF,state,,OFF,t5,,p40.t5.csv
2008-02-26T16:10:50.915127,M01,ON,state,,ON,t1,,p41.t1.csv
2008-02-26T16:10:51.828878,M07,ON,state,,ON,t1,,p41.t1.csv
2008-02-26T16:10:52.807648,M09,ON,state,,ON,t1,,p41.t1.csv
2008-02-26T16:10:52.988740,M08,ON,state,,ON,t1,,p41.t1.csv
2008-02-26T16:10:53.556453,M23,OFF,state,,OFF,t1,,p41.t1.csv
2008-02-26T16:10:54.328247,M16,ON,state,,ON,t1,,p41.t1.csv
2008-02-26T16:10:54.562650,M15,ON,state,,ON,t1,,p41.t1.csv
2008-02-26T16:10:54.601167,M09,OFF,state,,OFF,t1,,p41.t1.csv
2008-02-26T16:10:54.741137,M01,OFF,state,,OFF,t1,,p41.t1.csv
2008-02-26T16:10:55.536888,M08,OFF,state,,OFF,t1,,p41.t1.csv
2008-02-26T16:10:55.536888,M07,OFF,state,,OFF,t1,,p41.t1.csv
2008-02-26T16:10:56.835521,M17,ON,state,,ON,t1,,p41.t1.csv
2008-02-26T16:10:58.191670,M15,OFF,state,,OFF,t1,,p41.t1.csv
2008-02-26T16:10:58.625760,M18,ON,state,,ON,t1,,p41.t1.csv
2008-02-26T16:10:58.898994,M16,OFF,state,,OFF,t1,,p41.t1.csv
2008-02-26T16:11:02.407968,M18,OFF,state,,OFF,t1,,p41.t1.csv
2008-02-26T16:11:02.543989,M15,ON,state,,ON,t1,,p41.t1.csv
2008-02-26T16:11:02.620740,M16,ON,state,,ON,t1,,p41.t1.csv
2008-02-26T16:11:02.945828,M14,ON,state,,ON,t1,,p41.t1.csv
2008-02-26T16:11:04.515422,M17,OFF,state,,OFF,t1,,p41.t1.csv
2008-02-26T16:11:05.629091,M16,OFF,state,,OFF,t1,,p41.t1.csv
2008-02-26T16:11:05.787146,M15,OFF,state,,OFF,t1,,p41.t1.csv
2008-02-26T16:11:05.787146,M13,ON,state,,ON,t1,,p41.t1.csv
2008-02-26T16:11:06.220945,M14,OFF,state,,OFF,t1,,p41.t1.csv
2008-02-26T16:11:07.506623,I08,ABSENT,state,,ABSENT,t1,,p41.t1.csv
2008-02-26T16:11:20.607624,M13,OFF,state,,OFF,t1,,p41.t1.csv
2008-02-26T16:11:30.754637,M13,ON,state,,ON,t1,,p41.t1.csv
2008-02-26T16:11:40.444448,M13,OFF,state,,OFF,t1,,p41.t1.csv
2008-02-26T16:11:40.920435,M13,ON,state,,ON,t1,,p41.t1.csv
2008-02-26T16:11:48.364539,M13,OFF,state,,OFF,t1,,p41.t1.csv
2008-02-26T16:11:50.194040,M13,ON,state,,ON,t1,,p41.t1.csv
2008-02-26T16:12:00.467211,M13,OFF,state,,OFF,t1,,p41.t1.csv
2008-02-26T16:12:01.504943,M13,ON,state,,ON,t1,,p41.t1.csv
2008-02-26T16:12:06.939455,M13,OFF,state,,OFF,t1,,p41.t1.csv
2008-02-26T16:12:07.753222,M13,ON,state,,ON,t1,,p41.t1.csv
2008-02-26T16:12:11.410218,M13,OFF,state,,OFF,t1,,p41.t1.csv
2008-02-26T16:12:12.130025,M13,ON,state,,ON,t1,,p41.t1.csv
2008-02-26T16:12:13.825570,M13,OFF,state,,OFF,t1,,p41.t1.csv
2008-02-26T16:12:23.364735,M13,ON,state,,ON,t1,,p41.t1.csv
2008-02-26T16:12:38.541153,M13,OFF,state,,OFF,t1,,p41.t1.csv
2008-02-26T16:12:39.594878,M13,ON,state,,ON,t1,,p41.t1.csv
2008-02-26T16:12:40.634575,M13,OFF,state,,OFF,t1,,p41.t1.csv
2008-02-26T16:12:40.830532,M13,ON,state,,ON,t1,,p41.t1.csv
2008-02-26T16:12:42.000000,asterisk,START,string,,,t1,,p41.t1.csv
2008-02-26T16:12:44.650644,M13,ON,state,,ON,t1,,p41.t1.csv
2008-02-26T16:12:48.228883,M13,OFF,state,,OFF,t1,,p41.t1.csv
2008-02-26T16:13:29.680003,M13,ON,state,,ON,t1,,p41.t1.csv
2008-02-26T16:13:31.000000,asterisk,END,string,,,t1,,p41.t1.csv
2008-02-26T16:13:33.979272,M13,OFF,state,,OFF,t1,,p41.t1.csv
2008-02-26T16:13:37.719225,M13,ON,state,,ON,t1,,p41.t1.csv
2008-02-26T16:13:44.533148,I08,PRESENT,state,,PRESENT,t1,,p41.t1.csv
2008-02-26T16:13:50.168872,M13,OFF,state,,OFF,t1,,p41.t1.csv
2008-02-26T16:13:54.879309,M13,ON,state,,ON,t2,,p41.t2.csv
2008-02-26T16:14:01.692103,M14,ON,state,,ON,t2,,p41.t2.csv
2008-02-26T16:14:03.467618,M16,ON,state,,ON,t2,,p41.t2.csv
2008-02-26T16:14:03.807310,M15,ON,state,,ON,t2,,p41.t2.csv
2008-02-26T16:14:04.677288,M17,ON,state,,ON,t2,,p41.t2.csv
2008-02-26T16:14:04.851326,M14,OFF,state,,OFF,t2,,p41.t2.csv
2008-02-26T16:14:05.583048,M13,OFF,state,,OFF,t2,,p41.t2.csv
2008-02-26T16:14:06.208884,M16,OFF,state,,OFF,t2,,p41.t2.csv
2008-02-26T16:14:06.518806,M15,OFF,state,,OFF,t2,,p41.t2.csv
2008-02-26T16:14:11.457548,M17,OFF,state,,OFF,t2,,p41.t2.csv
2008-02-26T16:14:13.209700,AD1-B,0.0630088,numeric,0.0630088,,t2,,p41.t2.csv
2008-02-26T16:14:16.526000,AD1-B,0.169026,numeric,0.169026,,t2,,p41.t2.csv
2008-02-26T16:14:25.278200,AD1-B,0.237816,numeric,0.237816,,t2,,p41.t2.csv
2008-02-26T16:14:32.133882,M17,ON,state,,ON,t2,,p41.t2.csv
2008-02-26T16:14:34.213870,M17,OFF,state,,OFF,t2,,p41.t2.csv
2008-02-26T16:14:34.213870,AD1-B,0.182112,numeric,0.182112,,t2,,p41.t2.csv
2008-02-26T16:14:38.130577,M17,ON,state,,ON,t2,,p41.t2.csv
2008-02-26T16:14:38.781631,M18,ON,state,,ON,t2,,p41.t2.csv
2008-02-26T16:14:40.187550,M17,OFF,state,,OFF,t2,,p41.t2.csv
2008-02-26T16:14:41.825811,M17,ON,state,,ON,t2,,p41.t2.csv
2008-02-26T16:14:46.591578,M18,OFF,state,,OFF,t2,,p41.t2.csv
2008-02-26T16:15:03.385921,M17,ON,state,,ON,t3,,p41.t3.csv
2008-02-26T16:15:05.978600,D01,OPEN,state,,OPEN,t3,,p41.t3.csv
2008-02-26T16:15:08.411810,I01,ABSENT,state,,ABSENT,t3,,p41.t3.csv
2008-02-26T16:15:08.589033,M17,OFF,state,,OFF,t3,,p41.t3.csv
